Date,Last Price
10/01/2008,870.87
09/30/2008,870.95
09/29/2008,908.75
09/26/2008,878.75
09/25/2008,877.83
09/24/2008,883
09/23/2008,892.15
09/22/2008,897
09/19/2008,873.55
09/18/2008,852.8
09/17/2008,863.85
09/16/2008,779.73
09/15/2008,786.65
09/12/2008,765.5
09/11/2008,746.85
09/10/2008,752.45
09/09/2008,777.25
09/08/2008,802.3
09/05/2008,803.5
09/04/2008,796.45
09/03/2008,801.3
09/02/2008,805.35
09/01/2008,817.68
08/29/2008,831.15
08/28/2008,834.03
08/27/2008,826.9
08/26/2008,824.93
08/25/2008,821.95
08/22/2008,823.03
08/21/2008,836.88
08/20/2008,813.55
08/19/2008,814.2
08/18/2008,800.07
08/15/2008,787.7
08/14/2008,806.05
08/13/2008,826.8
08/12/2008,812.93
08/11/2008,823.82
08/08/2008,856.6
08/07/2008,873.07
08/06/2008,879.8
08/05/2008,874.4
08/04/2008,894.8
08/01/2008,910.95
07/31/2008,914.1
07/30/2008,906.1
07/29/2008,918.9
07/28/2008,930.6
07/25/2008,929.85
07/24/2008,928.05
07/23/2008,920.85
07/22/2008,946.35
07/21/2008,965.55
07/18/2008,955
07/17/2008,957.45
07/16/2008,959.95
07/15/2008,977.5
07/14/2008,972.6
07/11/2008,964.2
07/10/2008,947.15
07/09/2008,928.6
07/08/2008,919.6
07/07/2008,925.82
07/04/2008,933.3
07/03/2008,934.17
07/02/2008,945.15
07/01/2008,939.65
06/30/2008,925.4
06/27/2008,927.8
06/26/2008,917.3
06/25/2008,886.4
06/24/2008,889.6
06/23/2008,883.8
06/20/2008,902.3
06/19/2008,898.5
06/18/2008,894.35
06/17/2008,882.75
06/16/2008,882.4
06/13/2008,871.55
06/12/2008,868.2
06/11/2008,880.35
06/10/2008,867
06/09/2008,892.93
06/06/2008,902.25
06/05/2008,877.2
06/04/2008,879.45
06/03/2008,880.55
06/02/2008,891.4
05/30/2008,886.5
05/29/2008,877.9
05/28/2008,900.9
05/27/2008,906.45
05/26/2008,929.1
05/23/2008,925.1
05/22/2008,921.85
05/21/2008,932.55
05/20/2008,919.25
05/19/2008,905.2
05/16/2008,902.4
05/15/2008,881.65
05/14/2008,864
05/13/2008,866.95
05/12/2008,882.7
05/09/2008,884.85
05/08/2008,881.85
05/07/2008,868.75
05/06/2008,876.4
05/05/2008,874.2
05/02/2008,856.45
05/01/2008,852.7
04/30/2008,877.55
04/29/2008,870.5
04/28/2008,893.25
04/25/2008,886.3
04/24/2008,886.25
04/23/2008,904.25
04/22/2008,915.9
04/21/2008,914.2
04/18/2008,916.9
04/17/2008,938.8
04/16/2008,944.4
04/15/2008,927.9
04/14/2008,924.5
04/11/2008,925.3
04/10/2008,928.8
04/09/2008,934
04/08/2008,914.9
04/07/2008,920
04/04/2008,913.8
04/03/2008,902.9
04/02/2008,904.5
04/01/2008,882.7
03/31/2008,916.9
03/28/2008,931.4
03/27/2008,947.3
03/26/2008,954
03/25/2008,939
03/24/2008,915.3
03/21/2008,919.5
03/20/2008,910.4
03/19/2008,944.1
03/18/2008,981.4
03/17/2008,1002.7
03/14/2008,1002.9
03/13/2008,994.8
03/12/2008,982.9
03/11/2008,973.3
03/10/2008,972.9
03/07/2008,973.2
03/06/2008,979
03/05/2008,989.8
03/04/2008,964
03/03/2008,983.7
02/29/2008,973.9
02/28/2008,970.9
02/27/2008,957.9
02/26/2008,948.1
02/25/2008,939.6
02/22/2008,945.2
02/21/2008,946.1
02/20/2008,944
02/19/2008,927.8
02/18/2008,905.2
02/15/2008,902.5
02/14/2008,908.2
02/13/2008,906.6
02/12/2008,906.4
02/11/2008,923.45
02/08/2008,922.95
02/07/2008,910.7
02/06/2008,900.3
02/05/2008,888.2
02/04/2008,903.6
02/01/2008,905.3
01/31/2008,926.1
01/30/2008,929.4
01/29/2008,923.44
01/28/2008,928.38
01/25/2008,913.9
01/24/2008,912.9
01/23/2008,891.07
01/22/2008,892.3
01/21/2008,865
01/18/2008,883.1
01/17/2008,877.8
01/16/2008,877
01/15/2008,887.9
01/14/2008,904
01/11/2008,895.4
01/10/2008,893.3
01/09/2008,878.8
01/08/2008,878
01/07/2008,858.1
01/04/2008,859.6
01/03/2008,864.9
01/02/2008,857.5
01/01/2008,833.7
12/31/2007,833.7
12/28/2007,840.5
12/27/2007,825.6
12/26/2007,824.5
12/25/2007,807
12/24/2007,811.8
12/21/2007,811.8
12/20/2007,796.4
12/19/2007,802.3
12/18/2007,802.75
12/17/2007,793.3
12/14/2007,794.87
12/13/2007,797.3
12/12/2007,813.6
12/11/2007,797.1
12/10/2007,808.2
12/07/2007,794.8
12/06/2007,802.2
12/05/2007,795.4
12/04/2007,801.7
12/03/2007,794.3
11/30/2007,783.55
11/29/2007,793.4
11/28/2007,804.5
11/27/2007,812.6
11/26/2007,824.6
11/23/2007,823.8
11/22/2007,804.6
11/21/2007,800.22
11/20/2007,802.8
11/19/2007,782
11/16/2007,786.3
11/15/2007,788.3
11/14/2007,812
11/13/2007,802
11/12/2007,793.5
11/09/2007,832
11/08/2007,833.6
11/07/2007,831.1
11/06/2007,825
11/05/2007,806.5
11/02/2007,807
11/01/2007,787.3
10/31/2007,796.8
10/30/2007,782.1
10/29/2007,791.8
10/26/2007,785.2
10/25/2007,769.3
10/24/2007,763.7
10/23/2007,759.7
10/22/2007,754.2
10/19/2007,765.2
10/18/2007,768.2
10/17/2007,754.8
10/16/2007,760.5
10/15/2007,759.4
10/12/2007,749.85
10/11/2007,747.85
10/10/2007,741.1
10/09/2007,737.9
10/08/2007,733.3
10/05/2007,742.7
10/04/2007,738
10/03/2007,727.9
10/02/2007,731.6
10/01/2007,747.2
09/28/2007,743.6
09/27/2007,734.5
09/26/2007,728.8
09/25/2007,731.7
09/24/2007,730.5
09/21/2007,731.5
09/20/2007,733.8
09/19/2007,721.3
09/18/2007,723.5
09/17/2007,717.9
09/14/2007,707.6
09/13/2007,708.3
09/12/2007,711.6
09/11/2007,712.6
09/10/2007,703.1
09/07/2007,700.8
09/06/2007,695.4
09/05/2007,681.8
09/04/2007,681.8
09/03/2007,672.3
08/31/2007,673.3
08/30/2007,665.3
08/29/2007,667.5
08/28/2007,662.5
08/27/2007,667.6
08/24/2007,668.2
08/23/2007,660.1
08/22/2007,660.8
08/21/2007,657.3
08/20/2007,656.8
08/17/2007,657.8
08/16/2007,652.3
08/15/2007,667.7
08/14/2007,669.1
08/13/2007,669.5
08/10/2007,672.8
08/09/2007,662.1
08/08/2007,674.8
08/07/2007,672.4
08/06/2007,672.1
08/03/2007,673
08/02/2007,665.6
08/01/2007,666.9
07/31/2007,664.3
07/30/2007,665
07/27/2007,661.2
07/26/2007,662.9
07/25/2007,674.9
07/24/2007,681
07/23/2007,681.6
07/20/2007,683.4
07/19/2007,677.5
07/18/2007,673
07/17/2007,664.9
07/16/2007,664.9
07/13/2007,666.9
07/12/2007,666.8
07/11/2007,660.6
07/10/2007,663.3
07/09/2007,660.4
07/06/2007,655.9
07/05/2007,649.5
07/04/2007,654.2
07/03/2007,653.2
07/02/2007,657.25
06/29/2007,649.65
06/28/2007,648.95
06/27/2007,643.65
06/26/2007,640.9
06/25/2007,651
06/22/2007,654.3
06/21/2007,652.04
06/20/2007,654.55
06/19/2007,661.45
06/18/2007,656.35
06/15/2007,655.35
06/14/2007,651.95
06/13/2007,651.75
06/12/2007,647.25
06/11/2007,653.65
06/08/2007,648.85
06/07/2007,659.15
06/06/2007,670.75
06/05/2007,670.05
06/04/2007,671.15
06/01/2007,671.75
05/31/2007,660.5
05/30/2007,653.45
05/29/2007,656.85
05/28/2007,655.55
05/25/2007,656
05/24/2007,654.65
05/23/2007,661.85
05/22/2007,659.25
05/21/2007,663.25
05/18/2007,661.75
05/17/2007,657.65
05/16/2007,662.15
05/15/2007,672.05
05/14/2007,669.75
05/11/2007,670.85
05/10/2007,665.65
05/09/2007,680.55
05/08/2007,685.65
05/07/2007,688.75
05/04/2007,688.85
05/03/2007,682.35
05/02/2007,673.15
05/01/2007,673.45
04/30/2007,678.45
04/27/2007,681.55
04/26/2007,674.75
04/25/2007,686.25
04/24/2007,683.65
04/23/2007,689.15
04/20/2007,691.95
04/19/2007,682.95
04/18/2007,690.05
04/17/2007,686.55
04/16/2007,690.21
04/13/2007,685.52
04/12/2007,676.1
04/11/2007,677.3
04/10/2007,677.9
04/09/2007,670.75
04/06/2007,675
04/05/2007,674.45
04/04/2007,674.35
04/03/2007,663.95
04/02/2007,664
03/30/2007,663.8
03/29/2007,661.5
03/28/2007,665.56
03/27/2007,664.41
03/26/2007,664.1
03/23/2007,657.4
03/22/2007,664
03/21/2007,664.2
03/20/2007,658.8
03/19/2007,654.2
03/16/2007,653.4
03/15/2007,646.6
03/14/2007,644.7
03/13/2007,643.8
03/12/2007,650.5
03/09/2007,650.28
03/08/2007,651.8
03/07/2007,649
03/06/2007,646.5
03/05/2007,636.6
03/02/2007,642.45
03/01/2007,664.45
02/28/2007,669.35
02/27/2007,663.35
02/26/2007,686.55
02/23/2007,682.55
02/22/2007,677.45
02/21/2007,678.85
02/20/2007,657.25
02/19/2007,670.75
02/16/2007,669.05
02/15/2007,669.75
02/14/2007,669.13
02/13/2007,664.25
02/12/2007,661.1
02/09/2007,666.85
02/08/2007,660.45
02/07/2007,651.45
02/06/2007,653.3
02/05/2007,648.45
02/02/2007,647.85
02/01/2007,657.2
01/31/2007,653.2
01/30/2007,647.3
01/29/2007,643.7
01/26/2007,646
01/25/2007,646.1
01/24/2007,648.8
01/23/2007,646.7
01/22/2007,633.4
01/19/2007,635.4
01/18/2007,627.7
01/17/2007,631.8
01/16/2007,624.8
01/15/2007,626.7
01/12/2007,627.2
01/11/2007,611.6
01/10/2007,611.3
01/09/2007,613.7
01/08/2007,610
01/05/2007,607.4
01/04/2007,622
01/03/2007,627.5
01/02/2007,640.5
01/01/2007,636.8
12/29/2006,636.7
12/28/2006,634.9
12/27/2006,627.2
12/26/2006,624.7
12/25/2006,620.75
12/22/2006,621.01
12/21/2006,618.5
12/20/2006,620.45
12/19/2006,622.95
12/18/2006,616.25
12/15/2006,615.35
12/14/2006,625.85
12/13/2006,628.75
12/12/2006,630.05
12/11/2006,630.45
12/08/2006,625.15
12/07/2006,633.84
12/06/2006,630.95
12/05/2006,643.15
12/04/2006,646.2
12/01/2006,645.6
11/30/2006,648
11/29/2006,636.65
11/28/2006,640
11/27/2006,640.6
11/24/2006,638.2
11/23/2006,631.25
11/22/2006,630.3
11/21/2006,627.5
11/20/2006,622.9
11/17/2006,621.7
11/16/2006,618.25
11/15/2006,623.1
11/14/2006,620.88
11/13/2006,625.7
11/10/2006,628.56
11/09/2006,633.41
11/08/2006,615.8
11/07/2006,624.8
11/06/2006,623.2
11/03/2006,627.4
11/02/2006,624.7
11/01/2006,617.6
10/31/2006,606.6
10/30/2006,604.1
10/27/2006,599.95
10/26/2006,597.15
10/25/2006,591.05
10/24/2006,586.45
10/23/2006,581.95
10/20/2006,591.5
10/19/2006,599.4
10/18/2006,590.2
10/17/2006,590.1
10/16/2006,596
10/13/2006,590.4
10/12/2006,579.3
10/11/2006,573
10/10/2006,573
10/09/2006,577.1
10/06/2006,574.1
10/05/2006,574.3
10/04/2006,567
10/03/2006,574.5
10/02/2006,596.7
09/29/2006,598.3
09/28/2006,601.3
09/27/2006,603.1
09/26/2006,592
09/25/2006,590.8
09/22/2006,589.6
09/21/2006,584.2
09/20/2006,576.8
09/19/2006,573.65
09/18/2006,587.2
09/15/2006,579.34
09/14/2006,575.25
09/13/2006,590.2
09/12/2006,587.45
09/11/2006,589.75
09/08/2006,610.8
09/07/2006,616.8
09/06/2006,633.7
09/05/2006,638.3
09/04/2006,626.5
09/01/2006,625.45
08/31/2006,627.3
08/30/2006,619.28
08/29/2006,614.95
08/28/2006,614.78
08/25/2006,622.53
08/24/2006,621.4
08/23/2006,622.35
08/22/2006,625
08/21/2006,628.1
08/18/2006,614.9
08/17/2006,614
08/16/2006,629.05
08/15/2006,624.8
08/14/2006,626.7
08/11/2006,632.55
08/10/2006,636.25
08/09/2006,650.03
08/08/2006,642.55
08/07/2006,648.65
08/04/2006,646.5
08/03/2006,644.93
08/02/2006,651.25
08/01/2006,646.85
07/31/2006,636.75
07/28/2006,634.75
07/27/2006,634.35
07/26/2006,624.75
07/25/2006,619.13
07/24/2006,615.25
07/21/2006,619.75
07/20/2006,628.15
07/19/2006,642.75
07/18/2006,633.05
07/17/2006,643.03
07/14/2006,664.15
07/13/2006,660.05
07/12/2006,651.53
07/11/2006,641.45
07/10/2006,624.15
07/07/2006,629.25
07/06/2006,633.03
07/05/2006,628.15
07/04/2006,620.25
07/03/2006,623.5
06/30/2006,615.85
06/29/2006,599.65
06/28/2006,580.15
06/27/2006,579.05
06/26/2006,585.25
06/23/2006,583.05
06/22/2006,580.65
06/21/2006,587.55
06/20/2006,575.85
06/19/2006,565.25
06/16/2006,581.15
06/15/2006,577.05
06/14/2006,559.75
06/13/2006,562.05
06/12/2006,604.25
06/09/2006,607.45
06/08/2006,613.25
06/07/2006,626.45
06/06/2006,630.65
06/05/2006,637.15
06/02/2006,638.2
06/01/2006,629.6
05/31/2006,645.2
05/30/2006,652.9
05/29/2006,647.77
05/26/2006,653.7
05/25/2006,650.9
05/24/2006,640.7
05/23/2006,666.5
05/22/2006,656.05
05/19/2006,657.6
05/18/2006,682.3
05/17/2006,687.1
05/16/2006,690.4
05/15/2006,677.4
05/12/2006,714.8
05/11/2006,714.3
05/10/2006,707.9
05/09/2006,700.9
05/08/2006,678.7
05/05/2006,683.8
05/04/2006,679.7
05/03/2006,667
05/02/2006,668.8
05/01/2006,655.1
04/28/2006,654.43
04/27/2006,633.63
04/26/2006,638.63
04/25/2006,630.3
04/24/2006,620.7
04/21/2006,633.98
04/20/2006,612.5
04/19/2006,640.2
04/18/2006,621.08
04/17/2006,613.48
04/14/2006,603
04/13/2006,596.48
04/12/2006,598.38
04/11/2006,593.42
04/10/2006,599.75
04/07/2006,588.85
04/06/2006,595.3
04/05/2006,588.5
04/04/2006,586.7
04/03/2006,587.85
03/31/2006,583.65
03/30/2006,588.65
03/29/2006,573.6
03/28/2006,563.6
03/27/2006,567.3
03/24/2006,560.13
03/23/2006,549.8
03/22/2006,550.8
03/21/2006,552.1
03/20/2006,554.9
03/17/2006,554.1
03/16/2006,555.4
03/15/2006,552.95
03/14/2006,551.05
03/13/2006,545.9
03/10/2006,541.05
03/09/2006,546.05
03/08/2006,543.55
03/07/2006,552.7
03/06/2006,555.35
03/03/2006,565.4
03/02/2006,569.85
03/01/2006,562.95
02/28/2006,561.55
02/27/2006,553.95
02/24/2006,559.05
02/23/2006,548.85
02/22/2006,555.2
02/21/2006,554.35
02/20/2006,555.85
02/17/2006,552.1
02/16/2006,548.15
02/15/2006,539.95
02/14/2006,547.55
02/13/2006,540.35
02/10/2006,551
02/09/2006,564.4
02/08/2006,551.45
02/07/2006,548.45
02/06/2006,569.9
02/03/2006,568.9
02/02/2006,572.2
02/01/2006,569.35
01/31/2006,568.9
01/30/2006,568.35
01/27/2006,559.5
01/26/2006,560.65
01/25/2006,563.4
01/24/2006,558.6
01/23/2006,559.4
01/20/2006,554.5
01/19/2006,557.8
01/18/2006,542.95
01/17/2006,554.8
01/16/2006,562.2
01/13/2006,557.35
01/12/2006,546.4
01/11/2006,547.5
01/10/2006,542.5
01/09/2006,548.95
01/06/2006,539.95
01/05/2006,524.8
01/04/2006,534.4
01/03/2006,534.15
01/02/2006,516.88
12/30/2005,517
12/29/2005,516.9
12/28/2005,516.6
12/27/2005,507.9
12/26/2005,505.13
12/23/2005,502.8
12/22/2005,504.33
12/21/2005,495.33
12/20/2005,492.25
12/19/2005,503.8
12/16/2005,503.25
12/15/2005,502.98
12/14/2005,506.5
12/13/2005,518.7
12/12/2005,528
12/09/2005,526.4
12/08/2005,521.13
12/07/2005,515.2
12/06/2005,511.4
12/05/2005,509.4
12/02/2005,503.38
12/01/2005,503.9
11/30/2005,493.08
11/29/2005,499.8
11/28/2005,498.7
11/25/2005,496.08
11/24/2005,493.5
11/23/2005,492.5
11/22/2005,494.58
11/21/2005,491.76
11/18/2005,485.8
11/17/2005,486
11/16/2005,479.3
11/15/2005,468.53
11/14/2005,467.5
11/11/2005,468.7
11/10/2005,466.85
11/09/2005,467.1
11/08/2005,460.8
11/07/2005,459.6
11/04/2005,456.9
11/03/2005,461.1
11/02/2005,463.2
11/01/2005,459.15
10/31/2005,465.19
10/28/2005,473.5
10/27/2005,473.65
10/26/2005,470.95
10/25/2005,472.6
10/24/2005,465.25
10/21/2005,466.9
10/20/2005,461.2
10/19/2005,464.55
10/18/2005,472.2
10/17/2005,474
10/14/2005,469.7
10/13/2005,471.6
10/12/2005,470.9
10/11/2005,475.5
10/10/2005,475.25
10/07/2005,474.85
10/06/2005,473.45
10/05/2005,464.75
10/04/2005,466.25
10/03/2005,465.95
09/30/2005,469.3
09/29/2005,472.15
09/28/2005,469
09/27/2005,462.5
09/26/2005,466.65
09/23/2005,463.25
09/22/2005,466.05
09/21/2005,472.35
09/20/2005,463.85
09/19/2005,464.75
09/16/2005,459.75
09/15/2005,455.75
09/14/2005,450.3
09/13/2005,446.5
09/12/2005,449.75
09/09/2005,449.2
09/08/2005,447.4
09/07/2005,444.7
09/06/2005,444
09/05/2005,445.35
09/02/2005,444.4
09/01/2005,443.25
08/31/2005,435.2
08/30/2005,431.6
08/29/2005,436.9
08/26/2005,437.7
08/25/2005,438.7
08/24/2005,437.68
08/23/2005,439.2
08/22/2005,438.2
08/19/2005,436.3
08/18/2005,439.7
08/17/2005,440.1
08/16/2005,446.15
08/15/2005,442.4
08/12/2005,446.2
08/11/2005,445.9
08/10/2005,437.6
08/09/2005,434.8
08/08/2005,435
08/05/2005,437.3
08/04/2005,437.6
08/03/2005,436.8
08/02/2005,432.3
08/01/2005,432.2
07/29/2005,429.8
07/28/2005,428
07/27/2005,425.5
07/26/2005,423.5
07/25/2005,425.85
07/22/2005,425
07/21/2005,425.6
07/20/2005,423.15
07/19/2005,420.1
07/18/2005,421.05
07/15/2005,421.55
07/14/2005,419.6
07/13/2005,424.1
07/12/2005,426.95
07/11/2005,425.9
07/08/2005,423.1
07/07/2005,424.2
07/06/2005,423.76
07/05/2005,423.6
07/04/2005,427.9
07/01/2005,427.4
06/30/2005,435.5
06/29/2005,437.25
06/28/2005,435.55
06/27/2005,439.8
06/24/2005,439.95
06/23/2005,441.3
06/22/2005,438.15
06/21/2005,438.6
06/20/2005,437.9
06/17/2005,437.65
06/16/2005,435.65
06/15/2005,428.9
06/14/2005,426.85
06/13/2005,428.9
06/10/2005,427.05
06/09/2005,423.7
06/08/2005,423.15
06/07/2005,424.75
06/06/2005,425.95
06/03/2005,422.45
06/02/2005,421.8
06/01/2005,415.4
05/31/2005,417.25
05/30/2005,418.55
05/27/2005,420.45
05/26/2005,417.8
05/25/2005,419.55
05/24/2005,418.35
05/23/2005,417.55
05/20/2005,417.65
05/19/2005,420.6
05/18/2005,421.75
05/17/2005,418.75
05/16/2005,419.75
05/13/2005,420.4
05/12/2005,422.4
05/11/2005,427.4
05/10/2005,426.6
05/09/2005,426.1
05/06/2005,426.2
05/05/2005,430.4
05/04/2005,429.8
05/03/2005,427.9
05/02/2005,429.8
04/29/2005,434.4
04/28/2005,431.4
04/27/2005,432.47
04/26/2005,437.1
04/25/2005,434.7
04/22/2005,434.6
04/21/2005,432.57
04/20/2005,434.6
04/19/2005,434
04/18/2005,427.35
04/15/2005,424.9
04/14/2005,424
04/13/2005,428.9
04/12/2005,428.2
04/11/2005,428
04/08/2005,427.1
04/07/2005,425.9
04/06/2005,426.7
04/05/2005,425.35
04/04/2005,424.25
04/01/2005,426.25
03/31/2005,428.35
03/30/2005,426.35
03/29/2005,426.1
03/28/2005,426.2
03/25/2005,424.88
03/24/2005,425.05
03/23/2005,425.35
03/22/2005,427.12
03/21/2005,431.2
03/18/2005,439.35
03/17/2005,438.8
03/16/2005,443.16
03/15/2005,440.7
03/14/2005,440.98
03/11/2005,444.95
03/10/2005,442.13
03/09/2005,440.6
03/08/2005,440.55
03/07/2005,434.55
03/04/2005,434.3
03/03/2005,429.65
03/02/2005,432.95
03/01/2005,432.6
02/28/2005,435.65
02/25/2005,435.25
02/24/2005,433.75
02/23/2005,434.55
02/22/2005,435.85
02/21/2005,427.45
02/18/2005,427.42
02/17/2005,427.18
02/16/2005,425.2
02/15/2005,425.75
02/14/2005,425.75
02/11/2005,420.9
02/10/2005,417.8
02/09/2005,413.35
02/08/2005,412.7
02/07/2005,413.4
02/04/2005,414.7
02/03/2005,417.2
02/02/2005,421.97
02/01/2005,421.13
01/31/2005,422.6
01/28/2005,427
01/27/2005,426.2
01/26/2005,426.8
01/25/2005,422.2
01/24/2005,427.35
01/21/2005,427.25
01/20/2005,422.35
01/19/2005,423.15
01/18/2005,423.05
01/17/2005,422.13
01/14/2005,423.15
01/13/2005,425.2
01/12/2005,426.15
01/11/2005,421.65
01/10/2005,419.63
01/07/2005,419.05
01/06/2005,421.4
01/05/2005,426.55
01/04/2005,427.55
01/03/2005,429.55
12/31/2004,438.45
12/30/2004,438
12/29/2004,436.46
12/28/2004,443.75
12/27/2004,444.35
12/24/2004,442.65
12/23/2004,442.25
12/22/2004,439.7
12/21/2004,441.6
12/20/2004,442.99
12/17/2004,441.5
12/16/2004,437.2
12/15/2004,440.6
12/14/2004,435.6
12/13/2004,438.85
12/10/2004,434.2
12/09/2004,437.3
12/08/2004,440.6
12/07/2004,450.9
12/06/2004,452.25
12/03/2004,455.9
12/02/2004,449.25
12/01/2004,454.75
11/30/2004,450.95
11/29/2004,453.95
11/26/2004,451.95
11/25/2004,451.69
11/24/2004,449.55
11/23/2004,447.05
11/22/2004,448.94
11/19/2004,447.05
11/18/2004,442.95
11/17/2004,444.65
11/16/2004,439.45
11/15/2004,436.75
11/12/2004,437.85
11/11/2004,434.88
11/10/2004,434.55
11/09/2004,435.15
11/08/2004,431.95
11/05/2004,433.55
11/04/2004,429.55
11/03/2004,426.85
11/02/2004,421.55
11/01/2004,427.55
10/29/2004,428.55
10/28/2004,424.35
10/27/2004,424.25
10/26/2004,426.85
10/25/2004,428.45
10/22/2004,424.23
10/21/2004,423.75
10/20/2004,424.13
10/19/2004,419.85
10/18/2004,416.25
10/15/2004,418.8
10/14/2004,417.75
10/13/2004,416.25
10/12/2004,415.25
10/11/2004,422.05
10/08/2004,422.78
10/07/2004,417.65
10/06/2004,417.88
10/05/2004,418.75
10/04/2004,414.05
10/01/2004,419.47
09/30/2004,418.25
09/29/2004,412.95
09/28/2004,412.25
09/27/2004,408.63
09/24/2004,407.83
09/23/2004,410.13
09/22/2004,407.35
09/21/2004,409.25
09/20/2004,405.05
09/17/2004,405.65
09/16/2004,404.53
09/15/2004,405.15
09/14/2004,405.43
09/13/2004,403.95
09/10/2004,402.75
09/09/2004,398.95
09/08/2004,399.65
09/07/2004,397.75
09/06/2004,402.55
09/03/2004,401.05
09/02/2004,406.35
09/01/2004,408.85
08/31/2004,409.85
08/30/2004,408.05
08/27/2004,403.25
08/26/2004,406.55
08/25/2004,406.55
08/24/2004,403.15
08/23/2004,409.95
08/20/2004,412.75
08/19/2004,406.65
08/18/2004,404.55
08/17/2004,405.05
08/16/2004,402.25
08/13/2004,398.95
08/12/2004,393.75
08/11/2004,395.45
08/10/2004,398.65
08/09/2004,400.25
08/06/2004,399.75
08/05/2004,392.85
08/04/2004,391.65
08/03/2004,394.05
08/02/2004,392.15
07/30/2004,391.05
07/29/2004,387.55
07/28/2004,387.85
07/27/2004,387.25
07/26/2004,388.95
07/23/2004,390.15
07/22/2004,395.05
07/21/2004,396.75
07/20/2004,400.15
07/19/2004,405.65
07/16/2004,406.65
07/15/2004,404.05
07/14/2004,405.45
07/13/2004,401.65
07/12/2004,407.95
07/09/2004,407.65
07/08/2004,407.95
07/07/2004,402.45
07/06/2004,392.75
07/05/2004,398.25
07/02/2004,397.95
07/01/2004,395.95
06/30/2004,394.25
06/29/2004,392.55
06/28/2004,400.88
06/25/2004,401.55
06/24/2004,402.15
06/23/2004,395.75
06/22/2004,394.95
06/21/2004,393.85
06/18/2004,394.85
06/17/2004,388.88
06/16/2004,384.65
06/15/2004,389.05
06/14/2004,383.55
06/11/2004,384.55
06/10/2004,386.05
06/09/2004,384.65
06/08/2004,391.35
06/07/2004,393.75
06/04/2004,389.95
06/03/2004,388.35
06/02/2004,391.55
06/01/2004,394.65
05/31/2004,395.55
05/28/2004,393.35
05/27/2004,394.75
05/26/2004,388.75
05/25/2004,388.65
05/24/2004,385.55
05/21/2004,384.35
05/20/2004,379.65
05/19/2004,382.45
05/18/2004,377.15
05/17/2004,379.15
05/14/2004,376.65
05/13/2004,374.85
05/12/2004,378.13
05/11/2004,377.85
05/10/2004,378.75
05/07/2004,378.75
05/06/2004,387.75
05/05/2004,393.25
05/04/2004,392.65
05/03/2004,387.15
04/30/2004,386.75
04/29/2004,387.85
04/28/2004,385.65
04/27/2004,398.75
04/26/2004,396.35
04/23/2004,395.05
04/22/2004,392.95
04/21/2004,390.05
04/20/2004,394.85
04/19/2004,401.05
04/16/2004,400.55
04/15/2004,399.35
04/14/2004,400.55
04/13/2004,406.65
04/12/2004,418.65
04/09/2004,420.05
04/08/2004,420.05
04/07/2004,423.05
04/06/2004,419.45
04/05/2004,415.65
04/02/2004,420.65
04/01/2004,425.9
03/31/2004,426.45
03/30/2004,420.85
03/29/2004,417.85
03/26/2004,422.35
03/25/2004,416.25
03/24/2004,415.55
03/23/2004,419.75
03/22/2004,417.25
03/19/2004,412.35
03/18/2004,411.35
03/17/2004,407.35
03/16/2004,402.25
03/15/2004,399.48
03/12/2004,395.25
03/11/2004,402.93
03/10/2004,400.15
03/09/2004,402.75
03/08/2004,401.45
03/05/2004,401.25
03/04/2004,393.05
03/03/2004,393.35
03/02/2004,393.05
03/01/2004,399.55
02/27/2004,396.15
02/26/2004,395.05
02/25/2004,396.05
02/24/2004,403.85
02/23/2004,398.65
02/20/2004,397.55
02/19/2004,409.98
02/18/2004,410.95
02/17/2004,415.55
02/16/2004,411.65
02/13/2004,410.15
02/12/2004,411.85
02/11/2004,411.15
02/10/2004,406.35
02/09/2004,406.75
02/06/2004,403.35
02/05/2004,396.95
02/04/2004,400.75
02/03/2004,399.65
02/02/2004,398.35
01/30/2004,402.45
01/29/2004,399.35
01/28/2004,410.35
01/27/2004,410.35
01/26/2004,404.05
01/23/2004,408.08
01/22/2004,409.35
01/21/2004,410.55
01/20/2004,412.85
01/19/2004,407.25
01/16/2004,406.75
01/15/2004,408.88
01/14/2004,419.95
01/13/2004,424.15
01/12/2004,424.45
01/09/2004,426.38
01/08/2004,423.88
01/07/2004,420.55
01/06/2004,422.35
01/05/2004,423.65
01/02/2004,415.85
01/01/2004,415.85
12/31/2003,415.45
12/30/2003,416.25
12/29/2003,414.58
12/26/2003,412.25
12/25/2003,412.95
12/24/2003,412.05
12/23/2003,410.75
12/22/2003,410.05
12/19/2003,409.35
12/18/2003,410.75
12/17/2003,412.55
12/16/2003,407.25
12/15/2003,409.75
12/12/2003,408.85
12/11/2003,404.95
12/10/2003,405.45
12/09/2003,408.25
12/08/2003,406.75
12/05/2003,406.35
12/04/2003,402.75
12/03/2003,404.75
12/02/2003,403.25
12/01/2003,402.25
11/28/2003,398.15
11/27/2003,395.25
11/26/2003,396.65
11/25/2003,391.25
11/24/2003,391.48
11/21/2003,396.05
11/20/2003,394.45
11/19/2003,395.05
11/18/2003,398.75
11/17/2003,391.05
11/14/2003,397.55
11/13/2003,394.65
11/12/2003,394.05
11/11/2003,387.95
11/10/2003,385.95
11/07/2003,383.05
11/06/2003,379.95
11/05/2003,381.35
11/04/2003,379.55
11/03/2003,376.65
